candidato_id,candidato
836,Carlos Ivan Chanampa Bordones
837,Marcelo Alejandro Pereira Peralta
838,Paola Cortes Vega
839,Ricardo Ledezma Jimenez
840,Pedro Antonio Castillo Castillo
841,Cristobal Alejandro Reyes Bielefeld
842,Alfonso Eduardo Ossandon Antiquera
843,Boris Felipe Chamorro Rebolledo
844,Leonidas Romero Saez
845,Pedro Neira Milchio
846,Gaston Perez Gonzalez
847,Leonel Vera Pavie
848,Rosiel Gonzalez Galindo
849,Alfonso Coke Candia
850,Cristian Moraga Lagos
851,Delfor Rosales Gutierrez
852,Jorge Rolando Saquel Albarran
853,Roberto Carlos Quintana Burgos
854,Julia Campos Molina
855,Juan Pablo Barros Basso
856,Cristian Galdames Santibanez
857,Ronald Villegas Labarca
858,Luis Curumilla Sotomayor
859,Victor Ilnao Ilnao
860,Moises Calbucura Morales
861,Luis Gengnagel Gutierrez
862,Leonidas Pena Henriquez
863,Abel Painefilo Barriga
864,Sonia Sabugal Saldana
865,Javier Guarda Matamala
866,Rene Concha Gonzalez
867,Antonio Peredo Peredo
868,Ernesto Gonzalez Barrios
869,Varinia Irma Labarra Palma
870,Javier Munoz Riquelme
871,Hugo Rey Martinez
872,Moises Lucero Guzman
873,Patricia Catalan Devlahovich
874,Juan Segundo Hijerra Seron
875,Juan Carlos Soto Cardenas
876,Ramiro Barria Borquez
877,Sergio Yunger Bahamonde
878,Luis Fernando Perez Guerrero
879,Isaias Florencio Zavala Torres
880,Mario Araya Rojas
881,Hector Zamora Garcia
882,Marcos Antonio Parada Escobar
883,Wladimir Munoz Lagos
884,Boris Acuna Gonzalez
885,Paulo Cesar Morales Arriagada
886,Marcelo Duran Arrate
887,Orozimbo Villarroel Rioseco
888,Sadi Melo Moya
889,Loreto Letelier Barrera
890,Marcelo Andres Olivares Figueroa
891,Ricardo Hernan Cifuentes Perez
892,Jose Hernando San Martin Rubilar
893,Juan Diaz Gonzalez
894,Ester Martinez Nunez
895,Francisco Gomez Ramirez
896,John General Alvarez
897,Pio Ortega Reyes
898,Antonio Aliaga Leiva
899,Natalia Carrasco Pizarro
900,Jose Moraga Lira
901,Catherine Verdugo Tucto
902,Claudio Miguel Clavijo Castillo
903,Emilio Jorquera Romero
904,Luis Alejandro Garcia Jofre
905,Eugenio Galvez Navarrete
906,Maria Castillo Sanchez
907,Manuel Baez Gajardo
908,Gonzalo Tejos Perez
909,Raimundo Enrique Penailillo Carter
910,Mireya Carrasco Jara
911,Jose Nibaldo Vilugron Martinez
912,Valentin Vidal Hernandez
913,Jorge Humberto Sougarret Devaud
914,Rodrigo Delgado Mocarquer
915,Angelica Cid Venegas
916,Doris Dayanna Gonzalez Lemunao
917,Mauricio Santander Videla
918,Jorge Eliecer Roa Villegas
919,Juan Vergara Reyes
920,Gerardo Cid Garrido
921,Jose Bravo Burgos
922,Luis Armando Arias Lopez
923,Tucapel Edgardo Sepulveda Flandes
924,Cesar Orellana Orellana
925,Roberto Bruzzone Galeb
926,Pedro Hirtz Neira
927,Luis Escobar Moore
928,Rodrigo Guarda Barrientos
929,Bernardo Espinoza Villalobos
930,Claus Lindemann Vierth
931,Ramon Espinoza Sandoval
932,Ignacio Godoy Guerrero
933,Fernando Grandon Domke
934,Jose Alejandro Avello Bascur
935,Jorge Fuentealba Troncoso
936,Claudio Rosamel Lavado Castro
937,Sarita Jaramillo Arismendi
938,Marcos Edgardo Hernandez Rojas
939,Fernando Huaiquil Paillal
940,Pablo Artigas Vergara
941,Mireya Castel Cerna
942,Alex Fernando Castillo Blas
943,Marisol Beatriz Paredes Tarqui
944,Rolando Manzano Butron
945,Lucio Condori Alave
946,Guido Siegmund Gonzalez
947,Juan Esteban Meza Moncada
948,Rosa Verdejo Silva
949,Luis Antonio Riquelme Villa
950,Claudio Segovia Cofre
951,Pedro Antonio Pereira Aguilera
952,Javier Pina Pina
953,Cristian Alvarado Oyarzo
954,Marcos Miguel Saavedra Quintallana
955,Luis Antonio Miranda Chiguay
956,Veronica Rossat Arriagada
957,Gaston Emilio Amenabar Paterakis
958,Evelyn Andrea Hornig Olivares
959,Freddy Ibacache Munoz
960,Celso Castro Villarroel
961,Claudio Pucher Lizama
962,Carolina Alejandra Munoz Nunez
963,Katherine Torres Machuca
964,Gabriel Torres Hermosilla
965,Miguel Rivera Morales
966,Elicia Herrera Ferrada
967,Ricardo Fuentes Palma
968,Jorge Mardones Rodriguez
969,Carlos Silva Riquelme
970,Jose Andres Bartolo Vinaya
971,Alejandro Javier Capetillo Caqueo
972,Rodrigo Loyola Morenilla
973,Rony Acuna Borquez
974,Juan Sabando Santibanez
975,Javier Coopman Corral
976,Carlos Cuadrado Prats
977,Carolina Plaza Guzman
978,Victor Mauricio Urzua Maulen
979,Osvaldo Javier Navarro Jamett
980,Denis Enrique Cortes Vargas
981,Raul Musa Ureta
982,Maria Diaz Vega
983,Gonzalo Duran Baronti
984,Antonio Garrido Mardones
985,Rodrigo Barco Sanchez
986,Mauricio Alejandro Vargas Soto
987,Mauricio Alejandro Soria Macchiavello
988,Luz Ebensperger Orrego
989,Miguel Alfredo Rocha Sarmiento
990,Myla Etelvina Chavez Fajardo
991,Miguel Diaz Cid
992,Carlos Adasme Godoy
993,Hernan Leiva Lissembart
994,Carlos Alberto Navarro Gallinato
995,Pedro Pablo Edmunds Paoa
996,Sofia Faundez Hey
997,Lynn Rapu Tuki
998,Leopoldo Gonzalez Charpentier
999,Scheila Recabarren Schiller
1000,Santiago Rebolledo Pizarro
1001,Marcelo Alfaro Valdes
1002,Irma Edith Perez Llanquin
1003,Maite Larrondo Laborde
1004,Filomena Navia Hevia
1005,Darma Odette Lopez Torres
1006,Luis Eduardo Gaete Pulgar
1007,Gaston Fernandez Mori
1008,Hector Osorio Monrreal
1009,Ricardo Hernan Beas Gonzalez
1010,Rodolfo Carter Fernandez
1011,David Peralta Castro
1012,Juan Carlos Zurita Medina
1013,Alexis Schumacher Verdugo
1014,Maria Olga Morales Morales
1015,Felipe Delpin Aguilar
1016,Natalia Valentina Castillo Munoz
1017,Vivian Maira Smith
1018,Antonio Rivas Figueroa
1019,Marisol Jacqueline Llanos Prado
1020,Yerko Galleguillos Ossandon
1021,Uberlinda Aquea Barraza
1022,Rodrigo Sanchez Villalobos
1023,Juan Ibacache Ibacache
1024,Sergio Rosendo Cardoza Villegas
1025,Claudia Pizarro Pena
1026,Olga Gonzalez del Riego Garcia
1027,Diego Iglesias Carranza
1028,Jose Anselmo Hidalgo Zamora
1029,Adolfo Rojas Perez
1030,Jorge Alejandro Nunez Sandoval
1031,Jose Manuel Palacios Parra
1032,Raul Donckaster Fernandez
1033,Pedro Davis Urzua
1034,Gabriel Luna Navarro
1035,Roberto Jacob Jure
1036,Yuri Alejandro Olivares Olivares
1037,Hanne Utreras Peyrin
1038,Alex Fernando Garrido Tapia
1039,Nicolas Alberto Jarufe Giadalah
1040,Luciano Esquivel Galleguillos
1041,Luis Eduardo Vega Gonzalez
1042,Aldo Pinuer Solis
1043,Maria Angelica Astudillo Mautz
1044,Mario Osvaldo Ortiz Cuevas
1045,Mario Rubin Naipayan Pardo
1046,Miguel Meza Shwenke
1047,Herman Andres Portales Osorio
1048,Alberto Bernabe Rodriguez Molina
1049,Excequiel Gallardo Cortez
1050,Nelson Opazo Lopez
1051,Gaspar Aldea Cadagan
1052,Doly Paola Cadagan Mardones
1053,Oscar Claudio Cespedes Cadagan
1054,Ricardo Ritter Rodriguez
1055,Jose Luis Quelin Marquez
1056,Nelson Antonio Caniu Colivoro
1057,Carlos Alarcon Villegas
1058,Carlos Rowland Ovando
1059,Vladimir Fica Toledo
1060,Jose Pinto Albornoz
1061,Alex Osses Osses
1062,Rolando Pena Riquelme
1063,Maria Luisa Vargas Pellet
1064,Juan Eugenio Santana Paredes
1065,Rigoberto Leiva Parra
1066,Fernando Correa Cisterna
1067,Juan Luis Fabia Lopez
1069,David Silva Johnson
1070,Willem Schuitemaker Truffello
1071,Nicolas Espinoza Araya
1072,Raul Alberto Schifferli Diaz
1073,Marcelo Jano Morales
1074,Cristian Abel Pena Morales
1075,Ricardo Venegas Maldonado
1076,Marcelo Fernandez Vilos
1077,Hector Quiero Palacios
1078,Valerie Coffin Fuenzalida
1079,Daniel Morales Espindola
1080,Alvaro Zamora Perez
1081,Cynthia Marin Vera
1082,Mario Meza Vasquez
1083,Fresia Eugenia Yanez Yanez
1084,Rene Acuna Echeverria
1085,Marco Antonio Cornejo Ceron
1086,Victor Ruben Angulo Munoz
1087,Luis Orostica Salinas
1088,Andrea Tarzijan Kauak
1089,Walterio Vargas Gomez
1090,Edgardo Raul Gonzalez Arancibia
1091,Jaime Miranda Herrera
1092,Carolina Montenegro Rojas
1093,Felipe Guevara Stephens
1094,Carlos Ward Edwards
1095,Rafael Patricio Walker Salgado
1096,Miguel Bruna Silva
1097,Carlos Inostroza Ojeda
1098,Elizabeth del Carmen Henriquez Leiva
1099,Gabriel Orellana Cisterna
1100,Maximiliano Rios Galleguillos
1101,Ricardo Flores Gomez
1102,Felipe Armijo Sanchez
1103,Marco Antonio Marin Rodriguez
1104,Cesar Rojas Gaete
1105,Sergio Ricardo Pena Riquelme
1106,Alexis Arturo Pineda Ruiz
1107,Miguel Jimenez Valderrama
1108,Cristian Menchaca Pinochet
1109,Gonzalo Jara Reyes
1110,Gilberto Nibaldo Alegria Alegria
1111,Guido Barria Oyarzun
1112,Juan Fuentes Cid
1113,Evaristo Curical Nanco
1114,Mauricio Enrique Alarcon Vidal
1115,Jorge Fuentes Fetis
1116,Feizal Azat Gazale
1117,Manuel Rivera Martinez
1118,Maria Victoria Rodriguez Herrera
1119,Edith Clarisa Quiroz Ortiz
1120,Marianella Benavides Cardenas
1121,Antonio Ayala Abarca
1122,Esteban Krause Salazar
1123,Eduardo Borgono Bustos
1124,Julio Rodrigo Arredondo Espinoza
1125,Bernardo Canales Carrasco
1126,Byron Alexander Calvert Contreras
1127,Samuel Ivan Torres Sepulveda
1128,Juan Carlos Farias Silva
1129,Miguel Alejandro Moya Lopez
1130,Simon Mansilla Roa
1131,Emilio Gonzalez Burgos
1132,Eduardo Abraham Meersohn Ernst
1133,Guido Omar Torres Silva
1134,Gaston Mella Arzola
1135,Ramon Vilches Alvarez
1136,Victor Hugo Gonzalez Rodriguez
1137,Manuel Marcarian Julio
1138,Jaime Herrera Flores
1139,Jocelyn Tordecilla Jorquera
1140,Jorge Omar Rojo Villarroel
1141,Claudio Lohse Silva
1142,Mauricio Gabriel Velasquez Valenzuela
1143,Jaime Vasquez Castillo
1144,Patricio Marchant Ulloa
1145,Luis Ceballos Bustos
1146,Sabino Enrique Rivas Ulloa
1147,Manuel Painiqueo Tragnolao
1148,Richard Leonelli Contreras
1149,Alejandro Fuentes Inostroza
1150,Alex Fuentes Inostroza
1151,Jose Miguel Urrutia Celis
1152,Juan Carlos Abud Parra
1153,Gonzalo Montoya Riquelme
1154,Sergio Puyol Carreno
1155,Andres Ugarte Navarrete
1156,Claudio Sepulveda Miranda
1157,Irene Ojeda Munoz
1158,Arturo Fernando Bravo de Petris
1159,Catherine Barriga Guerra
1160,Christian Vittori Munoz
1161,Freddy Campusano Cerda
1162,Claudia Nathalie Mix Jimenez
1163,Sandra Uribe Flores
1164,Valdemar Sanhueza Yevenes
1165,Arturo Campos Astete
1166,Luis Manuel Barra Villanueva
1167,Hector Hernan Flores Penaloza
1168,Zacarias Quintanilla Acevedo
1169,Omar Norambuena Rivera
1170,Jorge Francisco Godoy Bolvaran
1171,Cesar Araos Aguirre
1172,Eduardo Aguirre Gonzalez
1173,Carolina Araos Escandon
1174,Guillermo Rolando Mitre Gatica
1175,Erwin Pacheco Ayala
1176,Jaime Ramirez Marquez
1177,Andres Esteban Jimenez Anabalon
1178,Luis Gabriel Vasquez Galvez
1179,Fresia Faundez Caceres
1180,Jorge John Westermeier Estrada
1181,Hardy Dimter Gallardo
1182,Monica Navarro Bustamante
1183,Cesar Sade Seron
1184,Sergio Vega Venegas
1185,Marcelino Carvajal Ferreira
1186,Eduardo Navarrete Fuentes
1187,Juan Carlos Espinoza Perez
1188,Sara Sanhueza Castillo
1189,Ivan Campos Aravena
1190,Segundo Alfredo Bruna Silva
1191,Alvaro Tobar Gomez
1192,Raul Antonio Rojas Leon
1193,Francisco Parra Pinto
1194,Priscilla Elena Castillo Gerli
1195,Mirtha Segura Ovalle
1196,Marcelo Lobos Vergara
1197,Elias Gonzalez Alvarez
1198,Victor Ricardo Bahamondez Segura
1199,Camilo Ossandon Espinoza
1200,Ivon Guerra Aguilera
1201,Mery Mora Araya
1202,Luis Antonio Gallardo Gallardo
1203,Sergio Medel Acosta
1204,Claudia Caroca Contreras
1205,Gonzalo Andres Meza Vannini
1206,Jorge Alberto Rivas Figueroa
1207,Francisco Jara Delgado
1208,Hugo Inostroza Ramirez
1209,Gerardo Montes Cisternas
1210,Bernes Toloza Luna
1211,Eduardo Escanilla Gaete
1212,Wilson Duarte Rabello
1213,Roberto Anibal Villagra Mella
1214,Fernando Paredes Mansilla
1215,Mario Margoni Gadler
1216,Horacio Maldonado Mondaca
1217,Mario Antonio Gonzalez Soto
1218,Francisco Javier Melo Marquez
1219,Placido Vidal Barnachea
1220,Edwin Von-Jentschyk Cruz
1221,Mauricio Rios Lavado
1222,Carmen Blanco Hadi
1223,Luis Alberto Molina Melo
1224,Paulina Villanueva Andrades
1225,Margarita Osorio Pizarro
1226,Ricardo Aliaga Gomez
1227,Carlos Alberto Ortega Valencia
1228,Gloria Tapia Bahamondes
1229,Nelson Rene Verdejo Zamora
1230,Miguel Calderon Arancibia
1231,Manuel Adolfo Salas Trautmann
1232,Marisol Munoz Canobi
1233,Victor Reimer Seguel Henriquez
1234,Manuel Alejandro Pino Turra
1235,Rodrigo Puentes Cartes
1236,Andres Zarhi Troy
1237,Helia Molina Milman
1238,Cristian Villarroel Novoa
1239,Alejandro Zacur Plotz
1240,Roberto Recabal Carcamo
1241,Jose Claudio Fica Gomez
1242,Praxedes de Lourdes Perez Aranguiz
1243,Maria Estrella Montero Carrasco
1244,Carlos Reygadas Bavestrello
1245,Victor Nina Huanca
1246,Humberto Jose Flores Gonzalez
1247,Javier Vicentelo Vicentelo
1248,Carlos Anza Munoz
1249,Macarena Santelices Canas
1250,Luis Alberto Cordova Gonzalez
1251,Tomas del Carmen Aranda Miranda
1252,Jaime Bertin Valenzuela
1253,Jorge Rene Tejeda Roa
1254,Mario Bello Garrido
1255,Claudio Renteria Larrondo
1256,Cristian Saez Cariz
1257,Gary Barraza Jofre
1258,Alvaro Maximiliano Arroyo Segovia
1259,Diego Alfonso Contreras Dominguez
1260,Jose Miguel Arellano Merino
1261,Felipe Munoz Heredia
1262,Nolberto Orellana Morales
1263,Antonio Silva Murua
1264,Juan Delgado Castro
1265,Ana Maria Soto Cea
1266,Hernan Ahumada Ahumada
1267,Orlando Chelme Aliaga
1268,Ramona Reyes Painequeo
1269,Carlos Rolack Hueitra
1270,Mauricio Cortes Oyarzun
1271,Gabriel Jesus Catalan Navarro
1272,Diego Vergara Rodriguez
1273,Cristian Cornejo Fuentes
1274,Ricardo Soto Said
1275,Willy Rosas Delgado
1276,Guillermo White Munoz
1277,Veronica Jara Toledo
1278,Arcenio Lorenzo Vidal Maldonado
1279,Gloria de Las Mercedes Paredes Valdes
1280,Manuel Perez Escobar
1281,Rodrigo Valdivia Orias
1282,Rene Aravena Riffo
1283,Alvaro Mendoza Berrocal
1284,Luis Pradenas Moran
1285,Gonzalo Vergara Lizana
1286,Rosa Prieto Valdes
1287,Marcela Alejandra Gutierrez Garces
1288,Veronica Elgueta Galmez
1289,Sammy Ormazabal Lopez
1290,Antonio Carvacho Vargas
1291,Emiliano Guerrero Torres
1292,Ariel Hernan Valenzuela Fuenzalida
1293,Paula Retamal Urrutia
1294,Israel Antonio Urrutia Escobar
1295,Hernan Soto Sepulveda
1296,Juan Rozas Romero
1297,Claudina Nunez Jimenez
1298,Eduardo Pastene Azola
1299,Luis Lillo Bettancourt
1300,Carlos Ibanez Hormazabal
1301,Bernardo Vasquez Bobadilla
1302,Alfredo Perez Leiva
1303,Carolina Francisca Olave Seguel
1304,Maria Luz Reyes Orellana
1305,Nelson Leal Bustos
1306,Daniel Eduardo Bustos Leal
1307,Johnnson Guinez Nunez
1308,Julio Munoz Salazar
1309,Oscar Reyes Barra
1310,Lucy Lara Leiva
1311,Jose Miguel Tobar Aravena
1312,Victor Hugo Figueroa Rebolledo
1313,Guillermo Caceres Collao
1314,Rodrigo Vera Riquelme
1315,Hector Alejandro Escalona Inzunza
1316,Virginia Valderrama Nova
1317,Nibaldo Meza Garfia
1318,Manuel Fuentes Rosales
1319,Ariel Alonso Romero Nunez
1320,Jaime Cepeda Flores
1321,Richard Leiva Mendoza
1322,Esteban Caceres Olave
1323,Carolina Leitao Alvarez-Salamanca
1324,Barbara Soto Silva
1325,Guillermo Gonzalez Castro
1326,Juan Luis Gonzalez Poblete
1327,Carlos Utman Goldschmidt
1328,Fabian Ignacio Guajardo Leon
1329,Julio Aravena Zuniga
1330,Cecilia Cabrera Lopez
1331,Luis Alberto Munoz Perez
1332,Ernestina del Carmen Torres Gutierrez
1333,Gustavo Fernando Valdenegro Rubillo
1334,Ignacio Gamalier Villalobos Henriquez
1335,Rene Rodriguez Fredes
1336,Ricardo Santander Yague
1337,Fermin Alejandro Carreno Carreno
1338,Esteban Martinez Rubio
1339,Elias Cid Cortes
1340,Ivan Infante Chacon
1341,Miguel Angel Nunez Herrera
1342,Miguel Rodolfo Castro Challapa
1343,Francisco Alejandro Cabezas Cortes
1344,Clider Fernando Galeas Perez
1345,Daniel Alejandro Godoy Villalobos
1346,Adolfo Ceron Gonzalez
1347,Ximena Valdes Ovalle
1348,Roberto Cordova Carreno
1349,Jorge Fabian Vargas Gonzalez
1350,Marcelo Cabrera Martinez
1351,Mario Alejandro Moraga Caceres
1352,Manuel Jesus Guzman Aedo
1353,Eduardo Larenas Suazo
1354,Adriana Arce Diaz
1355,Cristian Balmaceda Undurraga
1356,Luis Batalle Pedreros
1357,Juan Carlos Salas Barruetos
1358,Jorge Jaramillo Hott
1359,Humberto Catalan Candia
1360,Anselmo Rapiman Marin
1361,Luis Boundy Sierra
1362,Manuel Tulio Contreras Alvarez
1363,Luis Gonzalo Silva Sanchez
1364,Rene Schuffeneger Salas
1365,Modesto Sepulveda Andrade
1366,Marisol Andrade Cardenas
1367,Margarita Norambuena Caviedes
1368,Richard Godoy Aguirre
1369,Jose Fernando Munoz Caceres
1370,Hector Castaneda Mercado
1371,Eduardo Jose Mamani Mamani
1372,Oscar Guillermo Vasquez Cortez
1373,Blagomir Fernando Brztilo Avendano
1374,Gloria Mansilla Mansilla
1375,Maria Josefa Errazuriz Guilisasti
1376,Ivo Tomislav Vukusich Cifuentes
1377,Sergio Gomez Celedon
1378,Maria Jose Cubillos Varas
1379,Eliana Olmos Solis
1380,Marcos Morales Ureta
1381,Hugo Rojas Julio
1382,Rodrigo Vicencio Cisternas
1383,Carlos Barra Matamala
1384,Blanca Beraud Fernandez
1385,Armin Aviles Arias
1386,Patricia Mena Vera
1387,Pedro Orrego Maliqueo
1388,Johnny Carrasco Cerda
1389,Cristian Norambuena Castro
1390,Tamara Valeska Norambuena Arancibia
1391,Hugo Cipriano Norambuena Rodriguez
1392,German Codina Powers
1393,Soledad Barria Iroume
1394,Victor Hugo Ortiz Avendano
1395,Gervoy Paredes Rojas
1396,Jose Segura Diaz
1397,Pedro Sandoval Sanhueza
1398,Sandra Paola Vega Oyarzo
1399,Juan Antonio Espina Avendano
1400,Maria Elena Ojeda Betancourt
1401,Carlos Arturo Pena Rios
1402,Cesar Mario Olavarria Hueitiao
1403,Andres Saldivia Urrutia
1404,Jorge Campos Saldana
1405,Ramon Bahamonde Cea
1406,Ivan Leonhardt Cardenas
1407,Carlos Recondo Lavanderos
1408,Eduardo Hernandez Agurto
1409,Juan Patricio Godoy Godoy
1410,Margot Violeta Alvarado Messer
1411,Foch Metayer Manosalva
1412,Francisco Castro Galvez
1413,Angel Emilio Soto Cornejo
1414,Carlos Araya Bugueno
1415,Pedro Valdivia Ramirez
1416,Blanca Elena Araya Zepeda
1417,Cedelinda Valdivia Moreno
1418,Carlos Javier Ortiz Rojas
1419,Francisco Javier Morgado Salfate
1420,Claudio Radonich Jimenez
1421,Ramon Lobos Vasquez
1422,Emilio Boccazzi Campos
1423,Jessica Bengoa Mayorga
1424,David Romo Garrido
1425,Victor Aguilar Oyola
1426,Veronica Oyarzun Oyarzo
1427,Emilio Luis Aguilar Alvarado
1428,Pedro Nicolas Montecinos Montiel
1429,Rodrigo Ojeda Cardenas
1430,Eduardo Eliseo Barria Borquez
1431,Jorge Rivera Leal
1432,Valentin Caamano Mora
1433,Jorge Antonio Astete Casanova
1434,Hector Alejandro Barria Angulo
1435,Manuel Barria Barria
1436,Guillermo Reyes Cortez
1437,Roberto Martinez Jarufe
1438,Maricel Patricia Gutierrez Castro
1439,Angelo Alejandro Carrasco Arias
1440,Lorena Ventura Vasquez
1441,Gino Raul Grunewald Condori
1442,Jimena Nunez Morales
1443,Jose Luis Queipul Vidal
1444,Pedro Toledo Cuicui
1445,Marcos Patricio Vargas Oyarzun
1446,Manuel Jesus Godoy Velasquez
1447,Cristian Felipe Ojeda Chiguay
1448,Francisco Carcamo Hernandez
1449,Gustavo Armando Lobos Marin
1450,Alba Munoz Munoz
1451,Fredy Antonio Barrueto Viveros
1452,Pablo Urrutia Maldonado
1453,Rolando Antonio Tirapegui Munoz
1454,Edgardo Solar Jara
1455,Mauricio Aquiles Paredes Ruiz
1456,Juan Elviro Carrasco Contreras
1457,Jorge Isaac Godoy Soto
1458,Luis Norambuena San Martin
1459,Jaime Aceiton Vasquez
1460,Jaime Quilodran Acuna
1461,Rodrigo Tapia Avello
1462,Claudio Andres Benavides Silva
1463,Alberto Gyhra Soto
1464,Jorge Enrique Munoz Alvarez
1465,Hilda Quezada Bravo
1466,Luis Mella Gajardo
1467,Luisa Ester Morales Lobos
1468,Mauricio Vinambres Adasme
1469,Amelia Herrera Silva
1470,Julio Trigo Araya
1471,Armando Lautaro Figueroa Aranda
1472,Washington Ulloa Villarroel
1473,Sergio Aguero Diaz
1474,Aristides Cardenas Garcia
1475,Gonzalo Castro Serrano
1476,Nelson Barrios Orostegui
1477,Nessy Moratelli Solar
1478,Carmen Gloria Fernandez Valenzuela
1479,Jorge Duran Espinoza
1480,Juan Carlos Soto Clivio
1481,Andrea Ximena Condemarin Fuentes
1482,Mauricio Carrasco Pardo
1483,Jose Varas Zuniga
1484,Richard Patricio Irribarra Ramirez
1485,Sebastian Cristobal Godoy Bustos
1486,Eduardo Soto Romero
1487,Alex Anich Allel
1488,Benito Bravo Delgado
1489,Carlos Humberto Garrido Carcamo
1490,Enrique Olivares Farias
1491,Pablo Chavez Valderrama
1492,Daniel Jadue Jadue
1493,Marcelo Teuber Carrillo
1494,Pablo Abraham Garrido Mardones
1495,Roberto Felipe Cofre Pinto
1496,Juan Carlos Reinao Marilao
1497,Claudio Alberto Musre Contreras
1498,Santiago Morales Velasquez
1499,Edgardo Sierra Neira
1500,Claudio Nicolas Castro Salas
1501,Luis Japaz Lucio
1502,Andres Sepulveda Rojas
1503,Carlos Ernesto Soto Gonzalez
1504,Marcos Jose Gatica Emparanza
1505,Antonio Silva Vargas
1506,Francina Carreno Maldonado
1507,Andres Silva Arenas
1508,Rodrigo Ramirez Parra
1509,Patricio Contreras Contreras
1510,Pedro Antonio Caballeria Diaz
1511,Juan Galdames Carmona
1512,Luis Reyes Alvarez
1513,Mirtala Catalina Hott Solis
1514,Americo Guajardo Oyarce
1515,Mauricio Antonio Montecino Canales
1516,Gary Valenzuela Rojas
1517,Juana Olivares de la Rivera
1518,Marcelo Orlando Santana Vargas
1519,Washington Alejandro Medina Martinez
1520,Ringo Alberto Padilla Castillo
1521,Carlos Schwalm Urzua
1522,Jaime Ramos Pairican
1523,Jessica Vidal Bittner
1524,Marcos Guzman Vargas
1525,Tatiana Vasquez Barrientos
1526,Helen Maclean Munoz
1527,Jorge Eduardo Jimenez Rojas
1528,Carlos Vergara Zerega
1529,Carlos Gabriel Cisterna Negrete
1530,Luis Nunez Ibarra
1531,Juan de Dios Paillafil Calfulen
1532,Maria Angelica Turrieta Yefi
1533,Ignacio Astete Nahuelcoy
1534,Jose Ruiz Muller
1535,Martin Arriagada Urrutia
1536,Francisco Melendez Rojas
1537,Anselma Hernandez Aviles
1538,Fernando Gallardo Pereira
1539,Gerardo Rojas Escudero
1540,Alejandro Tello Arata
1541,Omar Vera Castro
1542,Carmen Ximena Zamora Bravo
1543,Raul Marcelo Devia Ilabaca
1544,Nora Cuevas Contreras
1545,Marisela Santibanez Novoa
1546,Christopher White Bahamondes
1547,Manuel Ahumada Lillo
1548,Victor Manuel Martinez Nanco
1549,Hugo Gebrie Asfura
1550,Gaston Suazo Soto
1551,Francisco Contreras Salinas
1552,Juan Rojas Vergara
1553,Maria Ines Sepulveda Fuentes
1554,Luz Maria Ramirez Sepulveda
1555,Lautaro Garrido Nunez
1556,Rene Alejandro Mardones Valencia
1557,Julio Contreras Tapia
1558,Gabriel Bianchini Frost
1559,Claudio Almuna Garrido
1560,Lorena Jardua Campos
1561,Fernando Antonio Correa Sandoval
1562,Patricio Freire Canto
1563,Eugenio Cornejo Correa
1564,Ricardo Georges Cid
1565,Luis Antonio Berwart Araya
1566,Pablo Silva Perez
1567,Mario Gonzalez Maturana
1568,Doris Ramirez Arriagada
1569,Washington Polidori Venegas
1570,Edgar Carcamo Alderete
1571,Jaime Gonzalo Uribe Hermosilla
1572,Katerine Eliana Haro Ampuero
1573,Isabel Ojeda Harambour
1574,Osiel Soto Lagos
1575,Wilson Olivares Bustamante
1576,Jorge Ignacio Silva Sepulveda
1577,Cecilia Parham Mucarquer
1578,Sergio Echeverria Garcia
1579,Jose Contreras Silva
1580,Hector Leonardo Aravena Perez
1581,Luis Pezoa Alvarez
1582,Luis Vargas Sandoval
1583,Daniel Rodriguez Claverol
1584,Juan Carlos Aguirre Lizama
1585,Maximiliano Vargas Labra
1586,Bernardo Candia Henriquez
1587,Carlos Llancar Etcheverry
1588,Luis Sanhueza Bravo
1589,Julio Palestro Velasquez
1590,Andres Kebir Diban Dinamarca
1591,Rodrigo Gonzalez Ceron
1592,Guillermo Aravena Mondaca
1593,Victor Toro Leiva
1594,Victor Hugo Rice Sanchez
1595,Francisco Irribarra Barria
1596,Juan Carlos Soto Caucau
1597,Omar Alvarado Aguero
1598,Margarita del Carmen Proboste Pavez
1599,Angel Custodio Ruiz Cardenas
1600,Manuel Devia Vilches
1601,Florentino Flores Armijo
1602,Paulina Palacios Vergara
1603,Juan Carlos Jimenez Sufan
1604,Laura Montoya Pizarro
1605,Aliro Catur Zuleta
1606,Sandra Berna Martinez
1607,Eva de Guadalupe Siares Flores
1608,Maria Gutierrez Ramos
1609,Luis Alberto Alfaro Cutipa
1610,Audito Retamal Lazo
1611,Javier Enrique Guinez Castro
1612,Pedro Venegas Guerra
1613,Hemar Grollmus Avaria
1614,Claudia Diaz Bravo
1615,Alfredo Eusebio Bastias Mercado
1616,Patricio Poblete Yanez
1617,Miguel Angel Aguilera Sanhueza
1618,Claudia Lange Farias
1619,Lorenzo Andres Morales Cortes
1620,Rabindranath Acuna Olate
1621,Julian Edgardo Espinoza Guzman
1622,Duverlis Valenzuela Martinez
1623,Patricio Alberto Moncada Retamal
1624,Jaime Gonzalez Ramirez
1625,Virginia Troncoso Hellman
1626,Victor Galvez Trujillo
1627,Daniel Sebastian Salamanca Perez
1628,Daniel Enrique Iraira Sagredo
1629,William Arevalo Cornejo
1630,Jaime Lopez Fuenzalida
1631,Pedro Moreno Orellana
